drug,protein
DB09300,Q9H244
DB09085,Q9H252
DB00749,Q9H252
DB01149,Q9H2G2
DB06700,Q9H2G2
DB01320,Q9H2K8
DB00913,Q9H2K8
DB06594,Q9H2M3
DB00262,Q9H2M3
DB08932,Q9H2S1
DB00434,Q9H2S1
DB00659,Q9H2X6
DB00491,Q9H2X6
DB14490,Q9H2X9
DB01587,Q9H2X9
DB00350,Q9H3M0
DB11979,Q9H3M0
DB00142,Q9H3N8
DB06626,Q9H3N8
DB00353,Q9H3Y6
DB09140,Q9H3Y6
DB00887,Q9H422
DB00591,Q9H422
DB14002,Q9H4B4
DB06413,Q9H4B4
DB00316,Q9H4B7
DB09371,Q9H4B7
DB06594,Q9H4Y5
DB01056,Q9H4Y5
DB04842,Q9H6Z9
DB00169,Q9H6Z9
DB09063,Q9H8P0
DB09129,Q9H8P0
DB00761,Q9HA77
DB00471,Q9HA77
DB00313,Q9HAB3
DB06237,Q9HAB3
DB11901,Q9HB21
DB08936,Q9HB21
DB00257,Q9HB55
DB01005,Q9HB55
DB05294,Q9HBA0
DB12941,Q9HBA0
DB13179,Q9HBG4
DB00484,Q9HBG4
DB03128,Q9HBH9
DB06789,Q9HBH9
DB01593,Q9HBK9
DB00834,Q9HBK9
DB00344,Q9HC29
DB00276,Q9HC29
DB04339,Q9HCC0
DB01248,Q9HCC0
DB00797,Q9HCR9
DB05239,Q9HCR9
DB11855,Q9HD40
DB00462,Q9HD40
DB00282,Q9NP56
DB00672,Q9NP56
DB01065,Q9NPA1
DB14542,Q9NPA1
DB00635,Q9NPA2
DB11611,Q9NPA2
DB13953,Q9NPC2
DB01544,Q9NPC2
DB00636,Q9NPD5
DB01280,Q9NPD5
DB00185,Q9NPH2
DB01161,Q9NPH2
DB01088,Q9NQU5
DB00977,Q9NQU5
DB00554,Q9NR33
DB06751,Q9NR33
DB00635,Q9NR63
DB03793,Q9NR63
DB00670,Q9NR82
DB00703,Q9NR82
DB01409,Q9NR96
DB00278,Q9NR96
DB11699,Q9NR97
DB01577,Q9NR97
DB00748,Q9NRF9
DB00839,Q9NRF9
DB06262,Q9NRP7
DB00980,Q9NRP7
DB04837,Q9NS18
DB08897,Q9NS18
DB03614,Q9NS40
DB00157,Q9NS40
DB00877,Q9NS75
DB00605,Q9NS75
DB00421,Q9NSA0
DB01108,Q9NSA0
DB00380,Q9NSA2
DB00851,Q9NSA2
DB00592,Q9NSD9
DB05239,Q9NSD9
DB00014,Q9NSY1
DB09220,Q9NSY1
DB01427,Q9NUV7
DB15685,Q9NUV7
DB06654,Q9NVH6
DB09130,Q9NVH6
DB03128,Q9NVS9
DB05246,Q9NVS9
DB01204,Q9NWZ3
DB01043,Q9NWZ3
DB11644,Q9NXA8
DB00979,Q9NXA8
DB00337,Q9NXB9
DB06154,Q9NXB9
DB00867,Q9NY46
DB01120,Q9NY46
DB01698,Q9NY72
DB09085,Q9NY72
DB00315,Q9NYK1
DB00120,Q9NYK1
DB00217,Q9NYL2
DB03147,Q9NYL2
DB00524,Q9NYP7
DB01085,Q9NYP7
DB00521,Q9NYR8
DB01154,Q9NYR8
DB14491,Q9NYV7
DB00633,Q9NYV7
DB12010,Q9NYX4
DB00120,Q9NYX4
DB00436,Q9NYY3
DB01064,Q9NYY3
DB02266,Q9NZD4
DB01105,Q9NZD4
DB00572,Q9NZK7
DB01544,Q9NZK7
DB00206,Q9NZV8
DB00918,Q9NZV8
DB09270,Q9P0J0
DB00204,Q9P0J0
DB00996,Q9P0L2
DB06701,Q9P0L2
DB00338,Q9P0X4
DB01088,Q9P0X4
DB00776,Q9P0Z9
DB05351,Q9P0Z9
DB00480,Q9P286
DB00585,Q9P286
DB00508,Q9P289
DB06709,Q9P289
DB14019,Q9P2K8
DB00240,Q9P2K8
DB14575,Q9UBC3
DB14540,Q9UBC3
DB01179,Q9UBF8
DB00006,Q9UBF8
DB00842,Q9UBK8
DB01070,Q9UBK8
DB01087,Q9UBL9
DB00341,Q9UBL9
DB04946,Q9UBM7
DB04908,Q9UBM7
DB00370,Q9UBN1
DB09080,Q9UBN1
DB01608,Q9UBN7
DB01406,Q9UBN7
DB16019,Q9UBS5
DB00148,Q9UBS5
DB04825,Q9UBV8
DB00963,Q9UBV8
DB06262,Q9UDR5
DB00962,Q9UDR5
DB00699,Q9UEW8
DB11148,Q9UEW8
DB06774,Q9UF02
DB01430,Q9UF02
DB08864,Q9UF33
DB11560,Q9UF33
DB00725,Q9UGI6
DB01078,Q9UGI6
DB00500,Q9UGI9
DB00984,Q9UGI9
DB00774,Q9UGJ0
DB00819,Q9UGJ0
DB06153,Q9UGM1
DB09089,Q9UGM1
DB00839,Q9UGN5
DB00424,Q9UGN5
DB09330,Q9UHD2
DB00670,Q9UHD2
DB09089,Q9UHF0
DB00654,Q9UHF0
DB13345,Q9UHI5
DB00475,Q9UHI5
DB12141,Q9UHQ9
DB06725,Q9UHQ9
DB01348,Q9UHW9
DB01057,Q9UHW9
DB00139,Q9UI09
DB01178,Q9UI09
DB00921,Q9UI12
DB00887,Q9UI12
DB00736,Q9UI32
DB01195,Q9UI32
DB01063,Q9UI33
DB00782,Q9UI33
DB01241,Q9UIK4
DB15035,Q9UIK4
DB00986,Q9UIX4
DB08897,Q9UIX4
DB00623,Q9UJ90
DB04946,Q9UJ90
DB01033,Q9UJ96
DB02530,Q9UJ96
DB00552,Q9UJT0
DB00398,Q9UJT0
DB06689,Q9UJT1
DB00514,Q9UJT1
DB01151,Q9UJU2
DB08439,Q9UJU2
DB01437,Q9UK17
DB00468,Q9UK17
DB00683,Q9UK32
DB06637,Q9UK32
DB01238,Q9UKE5
DB00651,Q9UKE5
DB01559,Q9UKG9
DB00223,Q9UKG9
DB01291,Q9UKI8
DB13501,Q9UKI8
DB01251,Q9UKQ2
DB00285,Q9UKQ2
DB00964,Q9UKU7
DB00746,Q9UKU7
DB01119,Q9UKV0
DB01011,Q9UKV0
DB11691,Q9UL54
DB01616,Q9UL54
DB00899,Q9ULB1
DB01399,Q9ULB1
DB01353,Q9ULD8
DB00323,Q9ULD8
DB00465,Q9ULX7
DB08964,Q9ULX7
DB05381,Q9ULY5
DB01435,Q9ULY5
DB09280,Q9UM73
DB11219,Q9UM73
DB00564,Q9UN88
DB00592,Q9UN88
DB00450,Q9UNK4
DB00680,Q9UNK4
DB11979,Q9UNQ0
DB09131,Q9UNQ0
DB06441,Q9UNX9
DB00710,Q9UNX9
DB01070,Q9UP52
DB01074,Q9UP52
DB01191,Q9UPY5
DB01320,Q9UPY5
DB09061,Q9UPZ9
DB00285,Q9UPZ9
DB08809,Q9UQ05
DB00247,Q9UQ05
DB00860,Q9UQB9
DB11587,Q9UQB9
DB09074,Q9UQD0
DB01403,Q9UQD0
DB01204,Q9UQF2
DB01587,Q9UQF2
DB14481,Q9UQL6
DB00170,Q9UQL6
DB00882,Q9UQM7
DB00353,Q9UQM7
DB11587,Q9UQQ2
DB06709,Q9UQQ2
DB00734,Q9Y233
DB00482,Q9Y233
DB01420,Q9Y257
DB01242,Q9Y257
DB09129,Q9Y271
DB09257,Q9Y271
DB08880,Q9Y285
DB00568,Q9Y285
DB06825,Q9Y2D1
DB00863,Q9Y2D1
DB06267,Q9Y2H1
DB00439,Q9Y2H1
DB01220,Q9Y2K2
DB04115,Q9Y2K2
DB00585,Q9Y2Q3
DB01392,Q9Y2Q3
DB08901,Q9Y2T6
DB00235,Q9Y2T6
DB00441,Q9Y2U5
DB06699,Q9Y2U5
DB09205,Q9Y463
DB11757,Q9Y463
DB03619,Q9Y478
DB00862,Q9Y478
DB01409,Q9Y487
DB00572,Q9Y487
DB00890,Q9Y4K4
DB06756,Q9Y4K4
DB00509,Q9Y4U1
DB09026,Q9Y4U1
DB00585,Q9Y5K3
DB14512,Q9Y5K3
DB11986,Q9Y5K8
DB01054,Q9Y5K8
DB01183,Q9Y5N1
DB00562,Q9Y5N1
DB05381,Q9Y5S1
DB00327,Q9Y5S1
DB01062,Q9Y5S8
DB00118,Q9Y5S8
DB01159,Q9Y5Y4
DB08439,Q9Y5Y4
DB00255,Q9Y5Y9
DB09026,Q9Y5Y9
DB00120,Q9Y600
DB00984,Q9Y600
DB01247,Q9Y616
DB00503,Q9Y616
DB05039,Q9Y617
DB00598,Q9Y617
DB03255,Q9Y646
DB00462,Q9Y646
DB00358,Q9Y666
DB00387,Q9Y666
DB01226,Q9Y694
DB04920,Q9Y694
DB00199,Q9Y697
DB00392,Q9Y697
DB08868,Q9Y698
DB08809,Q9Y698
DB00863,Q9Y6E0
DB01233,Q9Y6E0
DB13996,Q9Y6F1
DB00910,Q9Y6F1
DB00612,Q9Y6H6
DB00761,Q9Y6H6
DB04840,Q9Y6J6
DB01580,Q9Y6J6
DB15091,Q9Y6K1
DB01119,Q9Y6K1
DB13949,Q9Y6L6
DB00673,Q9Y6L6
DB00769,Q9Y6M9
DB00177,Q9Y6M9
DB00399,Q9Y6R4
DB04540,Q9Y6R4
DB01174,Q9Y6T7
DB00195,Q9Y6T7
DB00361,Q9Y6Y9
DB00388,Q9Y6Y9
DB06218,P51164
DB12364,P37173
DB13166,P05231
DB14002,Q02818
DB00773,P14735
DB00387,O14649
DB09167,P11474
DB04825,P24557
DB06756,P28221
DB06176,P35527
DB00724,O95363
DB00821,O00238
DB08875,P51649
DB01012,Q9UEW8
DB00126,P48723
DB08820,Q15746
DB00204,P46734
DB12783,P04181
DB00354,Q05932
DB00227,Q14994
DB00680,O75469
DB00411,P06396
DB00334,P60174
DB06695,P13631
DB00429,Q9Y6K1
DB00295,Q99527
DB00710,P14060
DB00804,P07947
DB00340,P11137
DB01098,P22888
DB01009,P04049
DB14540,Q9Y6Y9
DB11757,P22459
DB09462,P30049
DB01081,Q00796
DB00715,P51617
DB01576,P11802
DB00298,Q14330
DB01054,Q05513
DB00451,P03952
DB00199,Q14032
DB06712,O15440
DB00436,Q8TDN2
DB09080,P01019
DB09123,Q14353
DB01142,Q9BXT2
DB00921,P49585
DB03193,Q12866
DB01208,P41180
DB00814,P22676
DB01394,P02533
DB01600,Q92806
DB00304,P21860
DB00146,P46734
DB00867,P22459
DB00175,P54646
DB00181,Q05932
DB00871,P00747
DB04272,Q9HBK9
DB00373,P98066
DB13720,O60391
DB00979,P16152
DB00248,P49286
DB00253,P04731
DB01016,P99999
DB04840,Q13630
DB00691,Q8IVL6
DB08916,P27449
DB01075,P51955
DB00962,P11712
DB01148,P17405
DB15102,Q00537
DB08875,P07360
DB02546,Q05397
DB00544,P22748
DB00808,Q9H015
DB00197,P42330
DB00821,O95977
DB00761,P14866
DB00703,P11021
DB01193,O95169
DB12537,O75762
DB00918,P11511
DB01589,P01133
DB03756,P51553
DB06148,P51575
DB08864,O96013
DB09216,O75880
DB01157,O75912
DB00600,Q9UJ90
DB01544,Q04759
DB00869,P56556
DB01591,Q02641
DB00457,Q10588
DB00622,Q16678
DB00288,P62166
DB00391,P29622
DB06751,P35398
DB00772,Q9BZV3
DB01119,P13073
DB01235,Q99759
DB00986,Q13126
DB01254,Q06432
DB01192,P06493
DB11611,Q8NBN7
DB09070,P04839
DB00483,P31946
DB01097,P43005
DB00192,Q93088
DB15822,P04075
DB01210,P13498
DB00829,Q9HA77
DB00599,P15954
DB01065,P25101
DB00788,Q96A05
DB09116,O60488
DB13967,P02652
DB08883,P00505
DB00231,P08069
DB11560,Q92570
DB09097,Q96GD0
DB01611,P05108
DB14002,P00492
DB14499,P13073
DB06725,Q9BXJ7
DB00673,P41250
DB00846,Q14520
DB01437,P17568
DB09119,Q9H252
DB00248,P02533
DB01254,O00408
DB00970,Q07343
DB11363,Q9H2S1
DB00233,P78330
DB00376,Q99497
DB12015,O14958
DB06781,P23526
DB01017,O60701
DB01086,P16591
DB09462,P15954
DB01085,Q96D53
DB13257,O43526
DB12010,P43004
DB00120,Q9H244
DB08604,P35913
DB00383,Q4U2R8
DB15091,Q9NPD5
DB04838,Q9HC29
DB06287,Q9HC29
DB11619,Q9NYR8
DB01159,P46663
DB01132,P80404
DB00569,P47869
DB00663,Q969S2
DB06718,P05155
DB00807,Q9UBC3
DB09026,P48058
DB00237,Q71U36
DB00990,P25024
DB00187,Q92953
DB09477,Q8IYT8
DB00219,P35228
DB15444,Q9NPA2
DB08804,P41146
DB00604,Q9UF33
DB00389,Q15391
DB00264,Q9Y6Y9
DB00721,P62955
DB00914,Q6NS38
DB04880,P54762
DB00652,O43175
DB00474,Q9H244
DB01217,Q9UBF8
DB12783,P50897
DB00675,P02748
DB00230,Q9H4Y5
DB00690,Q9UQL6
DB00914,Q16878
DB00524,P25963
DB04825,Q9UQF2
DB04861,P02750
DB00769,P11021
DB00928,P02763
DB02659,P48167
DB06204,P08263
DB02701,P07814
DB14669,Q02127
DB09086,Q96Q83
DB00208,Q9HAB3
DB01625,P31153
DB00989,P31213
DB11703,P04818
DB05294,Q96L12
DB06262,P11712
DB00483,Q12879
DB00991,O00206
DB00324,P10276
DB11757,Q15822
DB00637,P27448
DB01624,Q8TDR2
DB14543,Q9HA77
DB01099,P10276
DB00598,P19113
DB01105,P31025
DB00321,P08559
DB06757,P29372
DB08936,P05164
DB00178,P00533
DB00334,P63244
DB00619,P34896
DB00972,P12004
DB01558,Q92887
DB11081,P10696
DB01428,O60669
DB15233,Q08426
DB00197,P13498
DB09185,P15531
DB00586,P30556
DB09073,P49411
DB00334,Q9Y5S8
DB12941,O75911
DB00586,P26440
DB00688,P13995
DB03796,P46439
DB12267,Q9Y616
DB00540,O75185
DB06412,P00797
DB00967,P29074
DB01105,Q16568
DB01002,Q59H18
DB00868,P36888
DB00720,P49286
DB00309,P41240
DB00754,Q9HBK9
DB01085,P46439
DB06700,P25774
DB00939,P48723
DB00523,P11712
DB00663,P50579
DB06595,P01031
DB01406,Q13315
DB00946,P48547
DB11641,Q9Y2U5
DB00539,Q5JVS0
DB00824,Q9UBC3
DB00846,P08588
DB00169,P23634
DB09091,Q9UQB9
DB00289,O95819
DB01047,P04406
DB00881,P23469
DB00835,Q07820
DB00850,Q9Y2D1
DB00315,Q969S2
DB00661,P21802
DB06713,P10827
DB00459,O60427
DB11718,P09622
DB01198,P29803
DB00810,O95168
DB01125,P01019
DB04839,Q9H2X9
DB00361,P16220
DB03193,P42261
DB00389,P05177
DB06267,Q04760
DB01274,P52564
DB08804,P16070
DB00679,P53779
DB01336,P11216
DB00839,P05546
DB00494,P00492
DB08964,O60488
DB01427,P03952
DB00877,P31749
DB00869,Q9HAB3
DB01105,Q9NR82
DB11632,Q9NRF9
DB01028,Q9UHD2
DB03904,Q16099
DB08950,P30049
DB02789,Q9HAB3
DB00841,Q13133
DB09205,Q96A70
DB00451,Q13555
DB01215,P00736
DB09327,P14780
DB00209,Q01959
DB09205,Q96EN8
DB00915,P11142
DB00755,Q15139
DB00499,O15269
DB06153,P38936
DB00392,P01133
DB06699,O95477
DB06710,P05166
DB11219,P10827
DB00769,Q16512
DB01108,O60568
DB06787,Q15185
DB01019,P01137
DB00907,Q04759
DB01348,Q16775
DB11278,P30519
DB05521,Q8IW41
DB04348,O95670
DB00448,O15399
DB00262,P50213
DB00467,P0CG29
DB00619,Q04609
DB11581,O43678
DB01599,O60706
DB01041,Q99640
DB01105,P17752
DB08950,Q13237
DB06154,P06756
DB01136,O14965
DB09280,P49589
DB01619,P10253
DB01247,O15269
DB00880,Q9UBV8
DB11278,Q9Y6J6
DB00498,P25021
DB00239,O75390
DB01062,P24462
DB00436,Q02083
DB01180,Q03181
DB00621,P15086
DB00468,Q5JVS0
DB11587,Q9Y5Y4
DB06689,Q9BY66
DB11979,P16455
DB01744,P05109
DB01427,P51692
DB01170,O60931
DB00733,Q9BVS4
DB01222,O15350
DB00524,P29350
DB00593,O14832
DB00653,O43526
DB14490,Q06187
DB00533,P35368
DB00657,P14902
DB01179,P54886
DB01744,P10253
DB01012,P08559
DB09389,P14902
DB00227,O43497
DB00615,P00395
DB00635,P78417
DB01587,Q9UJ90
DB08897,Q16760
DB09167,P15086
DB09118,P10826
DB00450,Q9NPC2
DB09079,P25021
DB00778,Q8TDN2
DB11496,Q9H2X6
DB00998,Q9H1R3
DB00517,P19113
DB00204,P51649
DB00231,O00222
DB09131,P07355
DB01180,P08173
DB00190,Q13233
DB04841,Q9BY32
DB01143,P51813
DB01050,P00751
DB01221,Q08493
DB00714,O15392
DB00246,Q01064
DB04930,Q8WUI4
DB00677,P13500
DB00228,Q96PY6
DB08809,O95977
DB00186,P07357
DB00343,Q96RQ3
DB11823,O00408
DB06155,P30291
DB00800,P02749
DB00302,O60218
DB15233,P62807
DB04890,O60359
DB00415,P12268
DB00176,Q15750
DB00246,P28676
DB01590,Q93050
DB11952,Q9UI32
DB00288,P84077
DB00373,P24462
DB00663,P10253
DB00397,P49821
DB01183,O00217
DB08911,O00444
DB01436,P15104
DB00654,Q9Y2K2
DB00418,Q92806
DB00288,P42330
DB01580,P10635
DB06684,P14923
DB00710,P10915
DB00184,P16220
DB06786,P24385
DB00962,O94804
DB08901,P10620
DB00400,P43487
DB11577,P36543
DB00511,P67775
DB12278,Q32MK0
DB00484,P46736
DB09140,O00519
DB01589,P04035
DB06786,P02538
DB00599,P17735
DB01023,Q16853
DB01325,P35499
DB13956,P12821
DB01576,Q93088
DB12789,P21283
DB01351,P21589
DB00159,O60285
DB13867,Q02083
DB00482,Q13002
DB01013,P40933
DB04224,P15954
DB06711,P29218
DB00788,P24941
DB04224,P49761
DB04839,P05108
DB06207,P29622
DB15822,Q9NYY3
DB00468,Q16795
DB01110,Q9Y2D1
DB01227,P33261
DB00740,Q14541
DB00317,P51648
DB06154,P20851
DB01056,O75936
DB01053,P56556
DB00598,O00459
DB00184,Q09470
DB01183,Q9Y5S8
DB00656,Q15750
DB11979,P34897
DB00794,O75762
DB00549,P07711
DB00397,O14618
DB08910,P00505
DB00602,Q7RTV2
DB04348,P48448
DB00854,Q99759
DB12130,P15924
DB01338,P14598
DB00887,Q9NQU5
DB00411,P13645
DB08871,Q9HB55
DB00374,Q14721
DB00433,P09669
DB11963,P51582
DB06151,Q99497
DB11901,Q59H18
DB04896,Q14003
DB00433,P45954
DB00816,Q96RQ3
DB05381,P22455
DB00968,Q15067
DB09555,O14649
DB01178,P06239
DB00944,P51858
DB03147,Q99653
DB15566,Q13873
DB01401,P28331
DB00486,O15379
DB00396,P24557
DB00309,Q8TED1
DB01063,P23528
DB09124,P52209
DB11689,P84077
DB01171,P24385
DB01223,O15111
DB00865,P10415
DB01401,Q93050
DB00603,Q0VD83
DB01026,P56524
DB02266,Q9NR82
DB08867,P13569
DB01036,P35754
DB01119,P50416
DB04846,P20711
DB01400,P60568
DB04843,P41240
DB11963,P49585
DB00982,O75306
DB00751,Q9H252
DB00491,P21709
DB00565,P21453
DB00418,Q14181
DB00396,Q13177
DB09216,P28331
DB00503,P29218
DB00682,Q9NPA2
DB01426,Q13370
DB00296,P15086
DB11614,Q8IWT1
DB13346,Q14541
DB01142,P00326
DB00936,O00519
DB00145,P20815
DB00307,Q9Y487
DB06202,O15239
DB00751,P05023
DB00178,O95263
DB06201,P54756
DB00806,P36507
DB01262,Q99456
DB00409,P78334
DB01088,P22033
DB06201,P21397
DB11952,P15169
DB06709,P02794
DB06780,P29218
DB00682,Q9NRP7
DB11757,Q9NR96
DB01011,P42330
DB00437,P10276
DB01283,P17540
DB00902,Q9GZT4
DB00687,O94925
DB00244,O43181
DB15566,Q15746
DB06202,P48039
DB00583,P30542
DB08911,P48167
DB00983,Q14353
DB00640,P30838
DB00845,P32929
DB01001,P41143
DB00572,P21283
DB00153,Q06187
DB00776,P00352
DB13269,Q9Y5K8
DB01400,Q8N1G2
DB01120,Q7Z460
DB11157,Q02083
DB15690,Q9H4B7
DB01050,Q14500
DB08875,Q9BXA7
DB00513,Q5JPH6
DB13873,P68371
DB00379,Q9Y6H6
DB00844,O00180
DB00134,P08235
DB00758,Q9UQQ2
DB00327,Q9HD40
DB00941,P40933
DB12500,P00414
DB01114,Q8TDU6
DB06595,P35348
DB01063,Q13002
DB11738,Q16134
DB01087,P43088
DB00824,P27707
DB00380,P15056
DB00838,P54619
DB01296,P18846
DB01070,O15304
DB00288,Q969S8
DB06267,Q9H3Y6
DB01345,Q01118
DB00936,Q9Y6H6
DB00914,O95259
DB00163,P16219
DB00949,Q9HBG4
DB01092,P31939
DB01435,P08700
DB01337,Q93088
DB00381,P81605
DB00796,P05023
DB01587,P18669
DB14533,P52333
DB00555,Q13255
DB01392,P30519
DB06789,O95907
DB06699,Q9HBG4
DB11963,Q05932
DB11791,Q13555
DB05521,Q9UQB9
DB01182,P38606
DB11652,P14735
DB00201,Q9HB55
DB01151,P09172
DB00222,Q8NEV4
DB00177,P27338
DB00333,P55011
DB01085,P56556
DB09026,Q13956
DB06201,P43405
DB04348,Q4U2R8
DB06174,O95864
DB00788,P15538
DB08871,Q8NI60
DB11967,Q8TDN2
DB09300,Q14749
DB00216,P09455
DB01248,P30711
DB00370,O60669
DB00192,Q9UBM7
DB06782,Q8IVL5
DB00294,P13073
DB00420,Q9NP56
DB09555,P01579
DB01033,P32322
DB00181,P05129
DB00281,P29372
DB00593,Q96NR8
DB11791,Q15878
DB00480,P32322
DB00641,Q9P0X4
DB06699,O60359
DB06262,Q9Y600
DB00136,P80075
DB01435,O75348
DB01135,P43353
DB00875,Q9UF02
DB09076,Q05397
DB00630,P14923
DB01744,P29350
DB00752,Q07869
DB06691,P13196
DB00715,O95298
DB04838,P15153
DB00823,O43193
DB13800,O94768
DB06626,Q05513
DB04864,O15392
DB14845,O43497
DB00936,P14555
DB00892,P49840
DB09481,P41238
DB00211,P21918
DB00532,Q8IW41
DB01168,P56937
DB00957,P50453
DB00448,P34972
DB00692,P00748
DB00373,P05771
DB15822,Q8N159
DB00962,P09429
DB01591,Q92887
DB01078,O00204
DB11611,Q02809
DB00884,O75747
DB00554,Q9Y6L6
DB00436,P15924
DB00268,P48050
DB08918,P43088
DB09078,P41180
DB00234,Q7KZI7
DB06788,P05546
DB00814,Q06278
DB06710,P08603
DB00324,O76083
DB09280,P56556
DB00980,Q9Y5K8
DB01623,P55017
DB01241,Q9BXT2
DB06698,P04746
DB01435,P48050
DB06716,P99999
DB00747,O00204
DB00947,P05165
DB00091,P48551
DB00513,O60931
DB00979,P35968
DB00454,P08913
DB00570,Q96Q83
DB06710,O00264
DB00162,Q13153
DB01036,P55789
DB00119,Q9UI32
DB14540,Q9Y463
DB05246,P13674
DB09148,Q09428
DB05990,O94925
DB01406,P41238
DB00959,Q86W47
DB04846,P07949
DB02701,P02675
DB00204,P54886
DB01239,P04150
DB00748,P48051
DB11921,P00734
DB08865,Q9Y6H6
DB00531,Q07912
DB00792,Q969S8
DB01236,P29590
DB01148,P06732
DB11359,Q12879
DB01185,Q9UPZ9
DB01288,Q96EN8
DB11995,Q9BPV8
DB00119,Q04759
DB00549,P00740
DB01181,Q14573
DB11186,P00352
DB00821,Q9Y6Y9
DB01409,P51553
DB00320,P10275
DB11703,P63000
DB01262,Q16584
DB00130,O95907
DB11967,P08319
DB14575,O60391
DB00140,P17302
DB00547,P49908
DB00408,Q99250
DB06712,Q5S007
DB11611,O14842
DB00115,Q9H252
DB00765,P00338
DB00938,P40925
DB00910,Q15596
DB00928,P15814
DB01130,Q9GZT4
DB00342,P01024
DB06718,P09669
DB01400,P20648
DB00968,P30532
DB01399,P00813
DB09300,O14964
DB00244,P06733
DB08882,P51553
DB00318,P00326
DB06207,P98194
DB06691,P51857
DB00549,P10768
DB00807,P00738
DB06203,P05231
DB00665,P25024
DB00753,P31153
DB04946,P36969
DB13166,Q96KK3
DB01191,Q86W47
DB00231,P16219
DB01261,P30626
DB09124,Q96G91
DB00825,Q9UHI5
DB13155,P48039
DB01197,O75716
DB02266,P31152
DB01098,Q9Y6M9
DB00571,P17568
DB11994,Q9NYK1
DB01608,P41240
DB00361,Q8IVL5
DB00811,P07355
DB00405,P14866
DB00605,Q15375
DB00307,Q14624
DB01122,P06702
DB01579,P42262
DB01156,P02786
DB00653,Q15125
DB13872,Q8IWT1
DB00140,Q9UBV8
DB00464,P05129
DB00401,Q08499
DB00967,P06276
DB00115,O15374
DB06788,P28335
DB00351,P31946
DB06268,Q9UKU7
DB04574,Q9UKQ2
DB00292,Q9BXT2
DB06148,P01031
DB00804,P24941
DB00961,Q8N1C3
DB00455,P49281
DB00367,P09619
DB00423,O43193
DB11978,Q14542
DB00487,Q9Y600
DB04743,P28482
DB09063,Q9H422
DB13501,P47869
DB09481,P37173
DB14649,Q99714
DB01166,Q04760
DB00361,Q9UJT0
DB00523,P62166
DB01576,O15399
DB01618,Q9NYL2
DB01193,Q8TC12
DB01174,Q13882
DB01084,Q9BY49
DB00624,P02743
DB01080,Q14643
DB11362,P20020
DB11362,P27169
DB01656,P15428
DB11978,Q99653
DB00215,P02652
DB00874,P27824
DB09143,Q06187
DB00573,O14561
DB00732,P13647
DB00400,P01042
DB15091,O15403
DB00219,P02786
DB01219,P07451
DB08899,P42345
DB00243,Q14181
DB14488,P01138
DB00927,P22309
DB04953,P23921
DB00624,Q9NY46
DB08881,P01009
DB00615,P33981
DB14499,P17936
DB12783,Q8TD30
DB01394,P51787
DB09488,Q14624
DB00654,P51970
DB09241,P78352
DB09148,Q92753
DB00768,P07101
DB01059,P48058
DB00935,Q15878
DB00998,P0C0L5
DB11591,Q86W47
DB01656,Q14833
DB08877,P46098
DB00465,Q9NR97
DB01062,P22607
DB13781,O43252
DB06230,P18405
DB06228,P0CG29
DB00876,Q8NI60
DB00580,P07498
DB13345,O14965
DB09070,O14561
DB00421,P15104
DB00599,P51884
DB00532,P68366
DB00333,P04196
DB12371,Q14500
DB01210,P28472
DB01595,Q9P2K8
DB14881,O14936
DB06262,Q07955
DB00715,Q15878
DB00337,P21728
DB01010,P40939
DB00334,P02763
DB00408,P28329
DB00360,O43708
DB00445,P21918
DB01184,P07451
DB15091,O60669
DB11273,P01009
DB01197,Q16719
DB06410,P51692
DB01221,P20815
DB00470,O43837
DB12483,P30044
DB00657,Q9UNX9
DB13257,Q9Y487
DB08872,O00238
DB00585,Q02383
DB01396,Q14957
DB00491,P35348
DB00313,P35368
DB09401,Q5JPH6
DB04272,Q07869
DB06684,P49419
DB00905,O15427
DB00394,P09874
DB00898,P15954
DB00332,Q08426
DB11652,Q02156
DB00569,P16220
DB00861,P08172
DB15982,O00299
DB06774,P48551
DB06814,Q15080
DB00487,P25103
DB01005,P41743
DB00181,P02655
DB14491,P13073
DB00593,P34969
DB14499,P52895
DB00652,P48664
DB14499,O43617
DB11730,O00305
DB01410,P43405
DB00570,Q9UI33
DB06716,Q9UNQ0
DB01621,P29274
DB09063,O95168
DB06410,Q13188
DB00846,P15382
DB04920,P22352
DB00363,Q9UN88
DB00925,O60701
DB11689,P16220
DB01125,P68871
DB01239,Q9NSA0
DB06209,Q07869
DB06766,P05543
DB01393,Q16719
DB06800,Q15746
DB01108,P01189
DB00775,P27338
DB00851,P15104
DB09167,P49788
DB00200,Q03721
DB00905,P08603
DB00231,P20061
DB00383,P01137
DB09270,P42898
DB09085,P21728
DB00405,P32322
DB00304,Q8IU85
DB00611,Q16678
DB00758,Q8NBN7
DB00276,P48549
DB01228,O60494
DB04953,Q9NSD9
DB11986,P29803
DB00493,P68371
DB00776,Q9BY32
DB06654,Q92753
DB06176,Q8N1C3
DB00818,Q04609
DB00310,Q02641
DB00851,P00395
DB01054,P42679
DB00187,P18089
DB01192,Q9Y6M9
DB06077,P20061
DB00187,Q06323
DB00233,P62937
DB00696,P35367
DB01159,Q9UNX9
DB01370,Q9H2X6
DB00437,P15336
DB11496,Q9H244
DB00838,P07332
DB00750,Q99500
DB01175,P02671
DB04573,P80404
DB00294,P42263
DB00199,O43678
DB00990,P50453
DB14540,P34897
